origin_topic_q1,origin_topic_q0,origin_topic_q2,words_q1,words_q0,words_q2
28,5,28,"ceiling, compromise, cliff, stimulus, fiscal, revenue, boehner, ryan","newsroom, cnn, anderson, infections, boston, enbrel, cymbalta, wolf","boehner, stimulus, cliff, fiscal, compromise, ryan, ceiling, revenue"
18,19,9,"aarp, jenna, jon, identity, martha, lifelock, supplement, guide","melissa, tha, thh, ere, dot, thi, tte, ing","fiber, sweet, wedding, delicious, nbc, chicken, honey, calories"
17,8,14,"inning, giants, score, nbc, hits, baseball, yards, league","olympic, bowl, tiger, coach, woods, nfl, olympics, golf","libya, korea, taliban, japan, afghan, nuclear, pakistan, gadhafi"
17,12,17,"inning, hits, giants, nbc, baseball, league, score, yards","assad, regime, egypt, russia, syria, syrian, israel, opposition","score, league, nbc, hits, inning, yards, baseball, giants"
13,17,26,"abortion, msnbc, liberal, voting, sarah, mccain, voter, palin","league, score, baseball, inning, yards, giants, hits, nbc","stocks, earnings, dow, trading, apple, fed, tdd, investors"
11,11,3,"colleagues, yield, amendment, recognized, tempore, chair, gentleman, presiding","yield, tempore, colleagues, gentleman, chair, recognized, amendment, presiding","para, las, kitchen, que, gonna, hoveround, color, chair"
3,3,5,"las, hoveround, chair, que, kitchen, color, para, gonna","que, las, kitchen, hoveround, color, para, gonna, chair","wolf, cymbalta, cnn, anderson, infections, newsroom, enbrel, boston"
3,6,29,"hoveround, chair, para, gonna, kitchen, color, que, las","teachers, century, caller, climate, chinese, opportunities, poverty, guest","guilty, sandusky, sexual, alleged, abuse, drugs, allegations, jackson"
13,3,25,"liberal, voter, palin, mccain, abortion, voting, msnbc, sarah","que, para, gonna, kitchen, color, chair, las, hoveround","hampshire, santorum, perry, newt, iowa, rick, gingrich, cain"
21,0,0,"megyn, border, fbi, immigration, enforcement, terror, terrorist, qaeda","ship, haiti, passengers, earthquake, aircraft, abc, pilot, lunesta","ship, haiti, lunesta, passengers, abc, earthquake, pilot, aircraft"
22,18,27,"catholic, religion, marriage, faith, supreme, religious, gay, newshour","jenna, jon, guide, identity, lifelock, supplement, martha, aarp","inland, santa, oakland, ktvu, jose, cooler, fog, abc"
18,5,22,"aarp, jon, identity, lifelock, guide, supplement, jenna, martha","cymbalta, anderson, enbrel, infections, boston, wolf, cnn, newsroom","newshour, marriage, supreme, religious, catholic, faith, gay, religion"
2,11,1,"bin, martin, brain, zimmerman, anthony, jury, trayvon, laden","gentleman, recognized, yield, presiding, tempore, colleagues, amendment, chair","skies, beltway, baltimore, temperature, storms, avenue, metro, cloudy"
28,20,13,"fiscal, boehner, cliff, stimulus, revenue, compromise, ryan, ceiling","assault, mental, tragedy, guns, pope, background, memorial, veterans","voter, sarah, mccain, voting, abortion, palin, liberal, msnbc"
22,13,14,"supreme, newshour, faith, catholic, gay, religious, marriage, religion","voter, msnbc, palin, sarah, abortion, liberal, mccain, voting","korea, libya, nuclear, gadhafi, taliban, afghan, japan, pakistan"
21,27,16,"immigration, terror, megyn, enforcement, terrorist, fbi, border, qaeda","jose, fog, abc, cooler, santa, inland, oakland, ktvu","flu, holidays, ice, shopping, stores, holiday, thanksgiving, christmas"
19,27,28,"dot, ing, melissa, thh, tte, tha, ere, thi","jose, oakland, cooler, inland, fog, ktvu, santa, abc","revenue, ceiling, fiscal, ryan, compromise, stimulus, cliff, boehner"
18,1,19,"martha, jenna, jon, lifelock, guide, supplement, identity, aarp","beltway, temperature, storms, cloudy, baltimore, skies, avenue, metro","dot, ing, melissa, thi, thh, tte, ere, tha"
1,10,15,"beltway, temperature, skies, baltimore, metro, storms, cloudy, avenue","storms, river, flood, sandy, tornado, flooding, hurricane, island","testimony, supreme, panel, authority, commission, oversight, review, agencies"
1,3,2,"skies, avenue, metro, baltimore, storms, beltway, temperature, cloudy","que, para, las, hoveround, kitchen, color, gonna, chair","laden, zimmerman, jury, anthony, martin, bin, brain, trayvon"
5,5,2,"newsroom, enbrel, wolf, cymbalta, infections, anderson, boston, cnn","wolf, enbrel, newsroom, anderson, boston, cnn, infections, cymbalta","trayvon, martin, jury, bin, zimmerman, anthony, brain, laden"
26,25,27,"fed, tdd, dow, investors, earnings, stocks, apple, trading","cain, newt, iowa, gingrich, hampshire, rick, perry, santorum","jose, abc, inland, fog, santa, oakland, ktvu, cooler"
26,25,29,"tdd, dow, investors, trading, earnings, fed, stocks, apple","gingrich, newt, santorum, rick, cain, perry, iowa, hampshire","sexual, alleged, sandusky, jackson, allegations, guilty, abuse, drugs"
2,18,17,"jury, bin, zimmerman, martin, laden, anthony, brain, trayvon","aarp, jon, martha, lifelock, jenna, guide, supplement, identity","nbc, yards, inning, league, giants, score, hits, baseball"
14,27,28,"nuclear, pakistan, gadhafi, taliban, libya, japan, korea, afghan","santa, abc, fog, inland, cooler, oakland, jose, ktvu","fiscal, ceiling, compromise, cliff, ryan, stimulus, revenue, boehner"
16,10,23,"thanksgiving, flu, stores, shopping, christmas, holidays, holiday, ice","tornado, island, flood, flooding, storms, river, sandy, hurricane","bleeding, celebrex, arthritis, christie, allergic, stomach, cialis, chantix"
23,10,11,"bleeding, christie, celebrex, chantix, stomach, allergic, arthritis, cialis","sandy, flooding, storms, tornado, river, flood, island, hurricane","recognized, presiding, colleagues, gentleman, amendment, tempore, yield, chair"
22,8,23,"newshour, catholic, religious, gay, religion, marriage, supreme, faith","olympics, nfl, golf, woods, olympic, bowl, coach, tiger","christie, stomach, allergic, celebrex, bleeding, arthritis, chantix, cialis"
21,15,5,"terrorist, terror, megyn, fbi, immigration, enforcement, border, qaeda","supreme, panel, oversight, testimony, agencies, review, authority, commission","infections, boston, anderson, wolf, cymbalta, newsroom, cnn, enbrel"
19,0,0,"thi, melissa, ere, thh, dot, tte, tha, ing","abc, pilot, earthquake, haiti, aircraft, passengers, ship, lunesta","passengers, abc, haiti, lunesta, earthquake, ship, aircraft, pilot"
26,22,28,"stocks, earnings, dow, apple, tdd, investors, trading, fed","newshour, religious, faith, supreme, religion, catholic, marriage, gay","stimulus, revenue, ryan, cliff, fiscal, compromise, ceiling, boehner"
11,24,13,"yield, tempore, chair, recognized, presiding, colleagues, gentleman, amendment","gerri, obamacare, neil, irs, affordable, lou, healthcare, wage","voter, liberal, palin, sarah, msnbc, mccain, abortion, voting"
29,10,15,"allegations, sexual, drugs, sandusky, alleged, jackson, guilty, abuse","island, river, sandy, flood, flooding, storms, tornado, hurricane","commission, agencies, supreme, oversight, authority, panel, testimony, review"
10,8,9,"sandy, tornado, flood, flooding, storms, river, island, hurricane","golf, bowl, woods, coach, tiger, nfl, olympics, olympic","wedding, calories, sweet, nbc, honey, delicious, chicken, fiber"
16,27,14,"ice, thanksgiving, shopping, holidays, christmas, flu, stores, holiday","santa, jose, cooler, inland, fog, ktvu, abc, oakland","afghan, korea, pakistan, taliban, gadhafi, japan, nuclear, libya"
0,22,4,"ship, earthquake, haiti, abc, pilot, lunesta, passengers, aircraft","religion, religious, marriage, faith, newshour, gay, supreme, catholic","kennedy, movies, tavis, lincoln, audience, film, art, character"
26,16,17,"investors, tdd, trading, dow, fed, apple, stocks, earnings","christmas, stores, shopping, flu, holidays, ice, thanksgiving, holiday","inning, yards, baseball, score, league, nbc, giants, hits"
5,26,0,"enbrel, boston, infections, newsroom, cymbalta, cnn, wolf, anderson","dow, investors, tdd, apple, stocks, fed, trading, earnings","haiti, earthquake, aircraft, passengers, lunesta, abc, pilot, ship"
28,21,28,"revenue, fiscal, ryan, stimulus, boehner, ceiling, cliff, compromise","terror, terrorist, border, enforcement, immigration, fbi, qaeda, megyn","ryan, revenue, compromise, ceiling, cliff, boehner, fiscal, stimulus"
6,12,6,"chinese, opportunities, poverty, guest, caller, century, teachers, climate","syria, israel, egypt, russia, syrian, assad, opposition, regime","chinese, century, opportunities, poverty, caller, climate, guest, teachers"
3,22,19,"gonna, color, para, que, chair, hoveround, las, kitchen","gay, newshour, supreme, religion, marriage, religious, catholic, faith","tte, dot, tha, thh, melissa, ere, thi, ing"
22,11,1,"faith, supreme, religion, gay, catholic, marriage, religious, newshour","chair, amendment, gentleman, yield, tempore, colleagues, recognized, presiding","storms, avenue, metro, baltimore, skies, beltway, cloudy, temperature"
12,2,8,"syria, assad, russia, regime, opposition, syrian, egypt, israel","trayvon, laden, zimmerman, martin, brain, jury, anthony, bin","bowl, nfl, olympics, tiger, olympic, woods, coach, golf"
29,23,24,"allegations, sexual, abuse, alleged, sandusky, guilty, jackson, drugs","celebrex, allergic, christie, arthritis, stomach, chantix, cialis, bleeding","neil, wage, irs, gerri, obamacare, affordable, healthcare, lou"
29,16,10,"allegations, guilty, sexual, jackson, sandusky, drugs, alleged, abuse","christmas, holiday, shopping, stores, ice, holidays, thanksgiving, flu","island, tornado, river, hurricane, sandy, storms, flooding, flood"
28,13,15,"cliff, stimulus, ceiling, compromise, fiscal, ryan, revenue, boehner","msnbc, voting, liberal, voter, palin, sarah, abortion, mccain","commission, review, agencies, panel, supreme, oversight, testimony, authority"
8,3,15,"nfl, olympics, bowl, golf, coach, tiger, woods, olympic","que, para, kitchen, gonna, las, hoveround, color, chair","supreme, commission, review, testimony, authority, oversight, panel, agencies"
1,15,28,"temperature, skies, storms, metro, avenue, beltway, cloudy, baltimore","testimony, supreme, agencies, authority, commission, oversight, review, panel","stimulus, boehner, cliff, compromise, fiscal, ryan, ceiling, revenue"
16,11,12,"stores, ice, holidays, holiday, shopping, flu, thanksgiving, christmas","presiding, gentleman, tempore, yield, recognized, chair, amendment, colleagues","opposition, syria, egypt, israel, assad, russia, regime, syrian"
19,15,14,"thi, tte, melissa, dot, thh, tha, ere, ing","commission, supreme, testimony, review, panel, agencies, oversight, authority","japan, libya, korea, nuclear, gadhafi, afghan, taliban, pakistan"
29,22,13,"abuse, drugs, sandusky, allegations, jackson, sexual, alleged, guilty","faith, supreme, religious, catholic, religion, marriage, newshour, gay","sarah, mccain, voter, abortion, palin, voting, liberal, msnbc"
8,10,10,"tiger, bowl, olympics, coach, golf, olympic, woods, nfl","sandy, flooding, hurricane, tornado, flood, river, island, storms","hurricane, flooding, tornado, island, sandy, river, storms, flood"
8,16,6,"woods, nfl, golf, tiger, coach, bowl, olympics, olympic","stores, shopping, christmas, thanksgiving, holidays, ice, flu, holiday","century, chinese, caller, guest, poverty, climate, teachers, opportunities"
25,26,15,"perry, gingrich, cain, santorum, rick, iowa, hampshire, newt","apple, stocks, dow, investors, trading, earnings, tdd, fed","review, commission, panel, supreme, agencies, authority, testimony, oversight"
12,19,17,"syria, israel, egypt, regime, opposition, syrian, assad, russia","melissa, dot, tte, ere, tha, thi, thh, ing","giants, nbc, score, league, yards, hits, baseball, inning"
26,25,21,"trading, earnings, dow, tdd, investors, stocks, apple, fed","newt, iowa, gingrich, santorum, hampshire, rick, perry, cain","enforcement, megyn, qaeda, immigration, border, terror, terrorist, fbi"
8,24,19,"tiger, nfl, golf, olympic, olympics, coach, bowl, woods","wage, affordable, obamacare, neil, gerri, irs, lou, healthcare","melissa, tte, tha, thi, dot, ere, thh, ing"
6,2,6,"climate, opportunities, chinese, caller, teachers, guest, century, poverty","bin, jury, anthony, laden, martin, trayvon, zimmerman, brain","poverty, climate, guest, century, caller, opportunities, teachers, chinese"
17,9,17,"score, giants, hits, league, nbc, inning, yards, baseball","calories, delicious, honey, wedding, chicken, nbc, fiber, sweet","league, yards, baseball, score, inning, hits, nbc, giants"
10,18,17,"river, tornado, flooding, hurricane, island, sandy, storms, flood","identity, aarp, guide, lifelock, jenna, supplement, jon, martha","score, baseball, yards, nbc, inning, giants, league, hits"
27,8,5,"cooler, abc, oakland, ktvu, jose, inland, fog, santa","nfl, coach, olympics, golf, woods, olympic, bowl, tiger","enbrel, newsroom, anderson, infections, boston, wolf, cnn, cymbalta"
28,12,28,"revenue, boehner, cliff, stimulus, ceiling, fiscal, ryan, compromise","assad, israel, syria, opposition, syrian, regime, egypt, russia","stimulus, compromise, cliff, revenue, boehner, ryan, ceiling, fiscal"
6,1,23,"chinese, century, teachers, caller, climate, poverty, guest, opportunities","skies, temperature, cloudy, metro, beltway, storms, avenue, baltimore","stomach, arthritis, allergic, chantix, cialis, celebrex, bleeding, christie"
3,13,13,"kitchen, hoveround, que, chair, gonna, las, color, para","palin, msnbc, sarah, mccain, liberal, voting, voter, abortion","mccain, liberal, abortion, msnbc, voter, palin, voting, sarah"
25,13,23,"santorum, rick, gingrich, perry, iowa, newt, cain, hampshire","voter, mccain, palin, msnbc, sarah, liberal, abortion, voting","allergic, christie, bleeding, chantix, stomach, cialis, celebrex, arthritis"
7,25,24,"cbs, tdd, gulf, symbicort, spill, copd, advair, medicines","newt, cain, perry, rick, gingrich, santorum, hampshire, iowa","neil, obamacare, healthcare, wage, lou, irs, gerri, affordable"
29,1,5,"sexual, drugs, jackson, abuse, guilty, sandusky, alleged, allegations","avenue, skies, baltimore, temperature, storms, metro, cloudy, beltway","wolf, boston, cnn, infections, enbrel, newsroom, anderson, cymbalta"
24,3,24,"wage, obamacare, affordable, neil, irs, healthcare, lou, gerri","gonna, hoveround, las, kitchen, para, que, color, chair","wage, healthcare, irs, gerri, lou, neil, affordable, obamacare"
4,27,8,"movies, audience, kennedy, tavis, lincoln, film, character, art","jose, inland, ktvu, santa, abc, cooler, oakland, fog","coach, woods, tiger, bowl, olympics, nfl, golf, olympic"
29,5,29,"allegations, drugs, sandusky, abuse, guilty, jackson, sexual, alleged","boston, infections, cymbalta, anderson, cnn, enbrel, wolf, newsroom","sandusky, alleged, sexual, allegations, guilty, jackson, drugs, abuse"
16,2,28,"holiday, flu, shopping, christmas, thanksgiving, stores, ice, holidays","anthony, zimmerman, bin, trayvon, brain, martin, laden, jury","ceiling, compromise, boehner, fiscal, ryan, revenue, cliff, stimulus"
27,28,29,"cooler, fog, oakland, ktvu, inland, abc, jose, santa","boehner, cliff, stimulus, ceiling, fiscal, ryan, compromise, revenue","jackson, allegations, abuse, guilty, alleged, drugs, sandusky, sexual"
28,3,19,"boehner, ceiling, ryan, compromise, revenue, fiscal, stimulus, cliff","para, chair, hoveround, color, las, que, kitchen, gonna","dot, tha, ing, ere, melissa, thh, tte, thi"
6,22,14,"caller, poverty, guest, climate, opportunities, century, teachers, chinese","marriage, supreme, newshour, faith, religious, religion, gay, catholic","libya, gadhafi, nuclear, taliban, pakistan, japan, afghan, korea"
12,25,10,"opposition, syria, russia, regime, assad, syrian, egypt, israel","rick, iowa, gingrich, perry, cain, santorum, newt, hampshire","flooding, flood, sandy, island, hurricane, storms, river, tornado"
0,7,7,"lunesta, abc, ship, earthquake, haiti, passengers, aircraft, pilot","cbs, medicines, copd, symbicort, gulf, advair, spill, tdd","medicines, advair, cbs, spill, symbicort, gulf, copd, tdd"
1,6,24,"baltimore, temperature, beltway, metro, cloudy, storms, avenue, skies","century, climate, teachers, caller, chinese, guest, poverty, opportunities","healthcare, irs, obamacare, affordable, wage, lou, neil, gerri"
8,2,12,"olympic, nfl, tiger, olympics, golf, woods, bowl, coach","jury, bin, brain, zimmerman, martin, trayvon, laden, anthony","syria, russia, assad, israel, regime, opposition, syrian, egypt"
27,26,8,"inland, ktvu, fog, oakland, santa, abc, jose, cooler","trading, fed, investors, earnings, stocks, tdd, dow, apple","nfl, coach, woods, tiger, golf, bowl, olympic, olympics"
19,4,26,"ing, melissa, thi, dot, ere, tte, thh, tha","tavis, film, character, art, kennedy, movies, audience, lincoln","investors, tdd, earnings, fed, apple, dow, stocks, trading"
20,17,20,"veterans, guns, assault, mental, tragedy, memorial, background, pope","score, nbc, hits, yards, baseball, league, inning, giants","background, assault, guns, tragedy, mental, veterans, memorial, pope"
9,11,25,"sweet, wedding, honey, chicken, nbc, fiber, calories, delicious","colleagues, yield, tempore, presiding, recognized, amendment, gentleman, chair","rick, cain, gingrich, iowa, hampshire, santorum, newt, perry"
8,15,2,"olympics, golf, coach, bowl, olympic, tiger, nfl, woods","testimony, oversight, commission, panel, supreme, review, authority, agencies","trayvon, laden, anthony, jury, martin, zimmerman, bin, brain"
15,25,10,"authority, supreme, commission, review, agencies, panel, oversight, testimony","cain, hampshire, iowa, newt, rick, santorum, perry, gingrich","river, flood, storms, flooding, sandy, hurricane, island, tornado"
19,25,0,"ere, thh, dot, thi, tha, tte, ing, melissa","gingrich, cain, rick, hampshire, newt, iowa, santorum, perry","abc, pilot, ship, aircraft, passengers, earthquake, lunesta, haiti"
19,18,18,"melissa, thh, ere, tha, dot, tte, thi, ing","martha, supplement, aarp, identity, jenna, guide, jon, lifelock","aarp, martha, lifelock, jenna, supplement, identity, jon, guide"
23,10,20,"arthritis, chantix, stomach, bleeding, cialis, celebrex, christie, allergic","river, hurricane, storms, flood, flooding, island, tornado, sandy","veterans, tragedy, mental, pope, guns, assault, background, memorial"
28,2,24,"fiscal, ryan, stimulus, revenue, cliff, ceiling, boehner, compromise","jury, martin, zimmerman, anthony, brain, laden, bin, trayvon","wage, lou, healthcare, gerri, obamacare, irs, affordable, neil"
25,19,8,"santorum, perry, gingrich, cain, iowa, hampshire, rick, newt","ing, melissa, dot, tte, tha, thi, ere, thh","olympics, coach, tiger, bowl, nfl, golf, olympic, woods"
11,27,21,"presiding, amendment, colleagues, gentleman, yield, chair, tempore, recognized","fog, ktvu, abc, jose, santa, inland, oakland, cooler","terror, terrorist, immigration, fbi, border, megyn, enforcement, qaeda"
18,25,17,"aarp, guide, jon, martha, jenna, supplement, identity, lifelock","newt, gingrich, hampshire, rick, iowa, santorum, cain, perry","league, yards, nbc, giants, baseball, inning, score, hits"
6,20,8,"climate, century, poverty, guest, caller, opportunities, chinese, teachers","memorial, tragedy, veterans, guns, background, mental, pope, assault","golf, olympic, bowl, olympics, nfl, tiger, woods, coach"
25,1,21,"newt, iowa, hampshire, santorum, perry, gingrich, rick, cain","cloudy, avenue, skies, temperature, metro, baltimore, beltway, storms","terrorist, terror, border, megyn, fbi, enforcement, qaeda, immigration"
21,27,26,"immigration, megyn, terrorist, border, fbi, qaeda, enforcement, terror","jose, oakland, fog, inland, abc, santa, ktvu, cooler","investors, tdd, earnings, stocks, apple, fed, dow, trading"
22,22,8,"religion, newshour, religious, gay, supreme, marriage, faith, catholic","faith, religious, marriage, supreme, catholic, gay, newshour, religion","bowl, olympics, coach, woods, nfl, tiger, olympic, golf"
0,16,14,"abc, aircraft, haiti, pilot, passengers, ship, earthquake, lunesta","flu, holidays, stores, shopping, ice, holiday, thanksgiving, christmas","afghan, libya, nuclear, korea, gadhafi, taliban, pakistan, japan"
19,15,9,"dot, melissa, tha, thi, ere, ing, tte, thh","testimony, supreme, review, commission, panel, authority, oversight, agencies","fiber, delicious, chicken, nbc, calories, honey, sweet, wedding"
0,21,5,"aircraft, passengers, ship, earthquake, haiti, lunesta, abc, pilot","enforcement, terrorist, fbi, qaeda, terror, immigration, megyn, border","newsroom, wolf, cymbalta, anderson, cnn, infections, enbrel, boston"
14,9,27,"afghan, korea, nuclear, libya, gadhafi, japan, pakistan, taliban","honey, calories, nbc, chicken, fiber, sweet, wedding, delicious","ktvu, jose, cooler, inland, santa, oakland, abc, fog"
16,19,28,"holiday, christmas, thanksgiving, holidays, stores, shopping, ice, flu","thh, ing, tte, melissa, tha, dot, thi, ere","cliff, ryan, boehner, fiscal, revenue, compromise, ceiling, stimulus"
0,6,7,"abc, pilot, lunesta, ship, aircraft, earthquake, haiti, passengers","poverty, chinese, climate, guest, century, caller, opportunities, teachers","gulf, medicines, copd, cbs, symbicort, advair, tdd, spill"
20,28,5,"memorial, tragedy, guns, mental, assault, pope, background, veterans","ryan, compromise, stimulus, revenue, boehner, cliff, ceiling, fiscal","boston, newsroom, anderson, infections, cnn, wolf, enbrel, cymbalta"
27,16,22,"jose, cooler, inland, fog, abc, ktvu, oakland, santa","holidays, christmas, stores, thanksgiving, ice, shopping, holiday, flu","gay, religion, supreme, marriage, newshour, faith, catholic, religious"
3,25,0,"color, gonna, hoveround, para, las, kitchen, chair, que","rick, gingrich, iowa, hampshire, cain, newt, perry, santorum","lunesta, pilot, abc, haiti, ship, earthquake, aircraft, passengers"
27,1,23,"cooler, fog, inland, santa, jose, abc, ktvu, oakland","temperature, baltimore, beltway, metro, skies, avenue, storms, cloudy","arthritis, stomach, christie, bleeding, chantix, celebrex, allergic, cialis"
11,7,17,"tempore, yield, presiding, amendment, colleagues, chair, gentleman, recognized","symbicort, tdd, copd, cbs, medicines, advair, spill, gulf","yards, giants, inning, baseball, hits, score, league, nbc"
23,15,26,"allergic, stomach, celebrex, christie, cialis, chantix, arthritis, bleeding","panel, authority, commission, oversight, testimony, review, agencies, supreme","dow, apple, earnings, fed, investors, stocks, tdd, trading"
26,11,4,"fed, tdd, trading, apple, stocks, dow, earnings, investors","chair, tempore, presiding, yield, amendment, gentleman, colleagues, recognized","lincoln, movies, art, kennedy, character, tavis, audience, film"
26,29,16,"tdd, investors, dow, trading, fed, earnings, apple, stocks","jackson, alleged, abuse, sandusky, allegations, guilty, drugs, sexual","christmas, ice, holidays, shopping, holiday, flu, thanksgiving, stores"
6,15,23,"guest, century, chinese, opportunities, climate, caller, poverty, teachers","testimony, authority, review, supreme, oversight, agencies, panel, commission","christie, allergic, cialis, arthritis, bleeding, celebrex, stomach, chantix"
1,6,8,"beltway, cloudy, avenue, temperature, skies, storms, baltimore, metro","climate, century, opportunities, chinese, caller, guest, poverty, teachers","woods, olympics, coach, tiger, olympic, nfl, bowl, golf"
10,24,9,"flood, flooding, river, storms, island, tornado, sandy, hurricane","affordable, gerri, neil, obamacare, irs, wage, lou, healthcare","calories, wedding, sweet, chicken, fiber, honey, nbc, delicious"
15,13,13,"agencies, commission, testimony, oversight, supreme, panel, review, authority","liberal, abortion, sarah, mccain, palin, voting, voter, msnbc","voter, sarah, msnbc, palin, mccain, abortion, liberal, voting"
26,22,16,"fed, stocks, trading, dow, earnings, tdd, apple, investors","newshour, religion, catholic, supreme, marriage, gay, religious, faith","christmas, shopping, holiday, ice, flu, thanksgiving, holidays, stores"
19,29,9,"ere, tte, thi, thh, melissa, tha, ing, dot","guilty, abuse, sandusky, allegations, sexual, drugs, alleged, jackson","delicious, chicken, nbc, honey, sweet, wedding, fiber, calories"
12,19,5,"assad, egypt, syria, regime, israel, russia, syrian, opposition","dot, thh, tha, thi, ing, tte, ere, melissa","infections, cymbalta, cnn, anderson, newsroom, boston, enbrel, wolf"
18,11,4,"lifelock, identity, supplement, guide, aarp, jon, martha, jenna","chair, colleagues, yield, tempore, gentleman, amendment, recognized, presiding","film, kennedy, character, tavis, lincoln, movies, art, audience"
13,14,10,"msnbc, mccain, abortion, voting, sarah, palin, liberal, voter","afghan, nuclear, japan, gadhafi, taliban, korea, libya, pakistan","island, flood, flooding, storms, hurricane, river, tornado, sandy"
10,6,1,"storms, flooding, sandy, tornado, hurricane, flood, island, river","teachers, chinese, caller, opportunities, poverty, century, climate, guest","storms, skies, beltway, avenue, metro, cloudy, temperature, baltimore"
8,28,28,"golf, woods, bowl, olympics, coach, olympic, tiger, nfl","boehner, revenue, ceiling, cliff, stimulus, compromise, fiscal, ryan","ceiling, fiscal, revenue, cliff, ryan, stimulus, boehner, compromise"
11,11,15,"presiding, colleagues, amendment, tempore, recognized, yield, gentleman, chair","presiding, gentleman, recognized, colleagues, amendment, tempore, chair, yield","review, agencies, supreme, oversight, testimony, authority, commission, panel"
18,22,7,"martha, jenna, identity, supplement, jon, guide, aarp, lifelock","religious, faith, marriage, gay, catholic, religion, newshour, supreme","advair, spill, tdd, symbicort, copd, medicines, gulf, cbs"
21,2,15,"qaeda, fbi, enforcement, megyn, terror, terrorist, border, immigration","brain, jury, trayvon, laden, bin, anthony, zimmerman, martin","authority, review, agencies, panel, testimony, oversight, commission, supreme"
5,14,21,"enbrel, cymbalta, anderson, infections, wolf, cnn, newsroom, boston","gadhafi, korea, pakistan, taliban, afghan, nuclear, libya, japan","fbi, border, qaeda, terrorist, enforcement, terror, immigration, megyn"
21,3,19,"fbi, terror, terrorist, megyn, immigration, border, enforcement, qaeda","chair, color, para, las, que, hoveround, kitchen, gonna","dot, tha, ing, ere, melissa, thi, tte, thh"
7,9,25,"medicines, gulf, spill, tdd, symbicort, cbs, advair, copd","chicken, calories, nbc, sweet, honey, fiber, wedding, delicious","cain, gingrich, santorum, perry, newt, rick, iowa, hampshire"
26,23,15,"stocks, apple, dow, trading, fed, earnings, tdd, investors","allergic, stomach, christie, chantix, cialis, bleeding, celebrex, arthritis","supreme, oversight, authority, panel, agencies, commission, review, testimony"
9,15,19,"wedding, nbc, delicious, sweet, fiber, calories, honey, chicken","panel, oversight, testimony, authority, commission, agencies, supreme, review","melissa, thi, tha, ere, dot, thh, tte, ing"
23,28,18,"cialis, allergic, chantix, celebrex, christie, bleeding, stomach, arthritis","boehner, compromise, ryan, revenue, cliff, fiscal, ceiling, stimulus","aarp, identity, martha, jenna, jon, lifelock, supplement, guide"
20,17,0,"veterans, pope, assault, memorial, background, tragedy, guns, mental","baseball, league, nbc, yards, giants, score, hits, inning","aircraft, abc, ship, haiti, passengers, earthquake, pilot, lunesta"
0,25,2,"haiti, lunesta, ship, earthquake, passengers, aircraft, pilot, abc","iowa, cain, hampshire, perry, gingrich, santorum, rick, newt","brain, zimmerman, martin, anthony, bin, laden, trayvon, jury"
12,17,23,"russia, assad, syrian, syria, egypt, opposition, israel, regime","league, giants, score, yards, baseball, hits, nbc, inning","bleeding, christie, chantix, celebrex, stomach, allergic, arthritis, cialis"
22,7,22,"religion, supreme, religious, faith, gay, catholic, marriage, newshour","symbicort, gulf, advair, spill, copd, medicines, cbs, tdd","marriage, faith, catholic, gay, religious, newshour, religion, supreme"
0,28,4,"lunesta, abc, passengers, ship, haiti, pilot, earthquake, aircraft","revenue, cliff, fiscal, stimulus, ceiling, boehner, compromise, ryan","movies, tavis, lincoln, audience, character, art, film, kennedy"
23,29,0,"stomach, cialis, bleeding, chantix, christie, allergic, celebrex, arthritis","alleged, sandusky, jackson, drugs, sexual, allegations, abuse, guilty","ship, lunesta, abc, pilot, aircraft, passengers, haiti, earthquake"
27,2,0,"oakland, jose, fog, ktvu, santa, abc, inland, cooler","brain, jury, zimmerman, anthony, trayvon, bin, laden, martin","passengers, pilot, aircraft, ship, haiti, lunesta, abc, earthquake"
2,15,2,"brain, jury, bin, zimmerman, martin, anthony, laden, trayvon","oversight, commission, review, supreme, testimony, agencies, authority, panel","anthony, brain, laden, bin, martin, jury, zimmerman, trayvon"
14,11,24,"japan, pakistan, gadhafi, taliban, afghan, libya, nuclear, korea","amendment, yield, chair, recognized, colleagues, tempore, gentleman, presiding","wage, affordable, neil, obamacare, irs, gerri, healthcare, lou"
15,5,9,"panel, testimony, supreme, oversight, agencies, review, commission, authority","boston, cnn, enbrel, anderson, cymbalta, wolf, newsroom, infections","delicious, wedding, honey, fiber, sweet, chicken, nbc, calories"
26,6,16,"dow, fed, tdd, earnings, investors, apple, trading, stocks","poverty, caller, chinese, century, guest, teachers, climate, opportunities","holiday, holidays, flu, stores, ice, shopping, christmas, thanksgiving"
8,13,20,"olympics, nfl, golf, bowl, coach, tiger, woods, olympic","palin, abortion, mccain, voting, msnbc, voter, liberal, sarah","memorial, veterans, assault, pope, background, guns, tragedy, mental"
26,6,28,"apple, dow, earnings, trading, investors, stocks, fed, tdd","opportunities, century, caller, chinese, guest, poverty, teachers, climate","boehner, revenue, cliff, compromise, ceiling, fiscal, stimulus, ryan"
15,18,19,"oversight, authority, commission, panel, review, testimony, supreme, agencies","supplement, martha, jenna, lifelock, aarp, identity, guide, jon","tha, tte, melissa, ing, thi, dot, ere, thh"
19,2,7,"ing, tte, thh, thi, tha, ere, melissa, dot","zimmerman, jury, trayvon, anthony, brain, martin, laden, bin","gulf, tdd, advair, medicines, symbicort, cbs, spill, copd"
