origin_topic_q1,origin_topic_q0,origin_topic_q2,words_q1,words_q0,words_q2
27,9,23,"oakland, jose, fog, santa, ktvu, abc, inland, cooler, warmer","delicious, nbc, calories, fiber, wedding, chicken, honey, sweet, breakfast","cialis, chantix, celebrex, arthritis, bleeding, stomach, allergic, christie, aspirin"
16,22,0,"christmas, holiday, flu, thanksgiving, shopping, ice, holidays, stores, vaccine","marriage, gay, religious, religion, supreme, faith, catholic, newshour, pbs","abc, ship, haiti, passengers, earthquake, pilot, lunesta, aircraft, airlines"
16,23,22,"christmas, holiday, flu, thanksgiving, shopping, ice, holidays, stores, vaccine","cialis, chantix, celebrex, arthritis, bleeding, stomach, allergic, christie, aspirin","marriage, gay, religious, religion, supreme, faith, catholic, newshour, pbs"
0,20,11,"abc, ship, haiti, passengers, earthquake, pilot, lunesta, aircraft, airlines","guns, veterans, pope, mental, background, assault, memorial, tragedy, giffords","gentleman, amendment, tempore, yield, chair, colleagues, recognized, presiding, objection"
11,18,21,"gentleman, amendment, tempore, yield, chair, colleagues, recognized, presiding, objection","jon, martha, supplement, aarp, jenna, lifelock, identity, guide, nasa","immigration, border, fbi, qaeda, terrorist, megyn, terror, enforcement, terrorism"
2,27,2,"jury, zimmerman, martin, bin, laden, trayvon, brain, anthony, prosecution","oakland, jose, fog, santa, ktvu, abc, inland, cooler, warmer","jury, zimmerman, martin, bin, laden, trayvon, brain, anthony, prosecution"
22,15,10,"marriage, gay, religious, religion, supreme, faith, catholic, newshour, pbs","supreme, authority, commission, testimony, agencies, review, panel, oversight, institutions","hurricane, flooding, flood, tornado, island, sandy, river, storms, tropical"
22,9,22,"marriage, gay, religious, religion, supreme, faith, catholic, newshour, pbs","delicious, nbc, calories, fiber, wedding, chicken, honey, sweet, breakfast","marriage, gay, religious, religion, supreme, faith, catholic, newshour, pbs"
13,20,5,"voting, palin, sarah, liberal, voter, abortion, msnbc, mccain, hillary","guns, veterans, pope, mental, background, assault, memorial, tragedy, giffords","cnn, wolf, cymbalta, anderson, enbrel, infections, newsroom, boston, carol"
27,24,13,"oakland, jose, fog, santa, ktvu, abc, inland, cooler, warmer","obamacare, neil, irs, healthcare, lou, gerri, affordable, wage, stuart","voting, palin, sarah, liberal, voter, abortion, msnbc, mccain, hillary"
24,28,6,"obamacare, neil, irs, healthcare, lou, gerri, affordable, wage, stuart","boehner, fiscal, ceiling, ryan, compromise, cliff, revenue, stimulus, trillion","guest, caller, teachers, climate, chinese, poverty, opportunities, century, african"
23,26,13,"cialis, chantix, celebrex, arthritis, bleeding, stomach, allergic, christie, aspirin","stocks, investors, fed, trading, earnings, apple, dow, tdd, shares","voting, palin, sarah, liberal, voter, abortion, msnbc, mccain, hillary"
26,10,16,"stocks, investors, fed, trading, earnings, apple, dow, tdd, shares","hurricane, flooding, flood, tornado, island, sandy, river, storms, tropical","christmas, holiday, flu, thanksgiving, shopping, ice, holidays, stores, vaccine"
2,21,28,"jury, zimmerman, martin, bin, laden, trayvon, brain, anthony, prosecution","immigration, border, fbi, qaeda, terrorist, megyn, terror, enforcement, terrorism","boehner, fiscal, ceiling, ryan, compromise, cliff, revenue, stimulus, trillion"
20,10,0,"guns, veterans, pope, mental, background, assault, memorial, tragedy, giffords","hurricane, flooding, flood, tornado, island, sandy, river, storms, tropical","abc, ship, haiti, passengers, earthquake, pilot, lunesta, aircraft, airlines"
27,4,21,"oakland, jose, fog, santa, ktvu, abc, inland, cooler, warmer","tavis, kennedy, film, lincoln, character, art, audience, movies, song","immigration, border, fbi, qaeda, terrorist, megyn, terror, enforcement, terrorism"
11,13,29,"gentleman, amendment, tempore, yield, chair, colleagues, recognized, presiding, objection","voting, palin, sarah, liberal, voter, abortion, msnbc, mccain, hillary","jackson, sexual, abuse, sandusky, allegations, drugs, guilty, alleged, murray"
14,2,10,"nuclear, libya, pakistan, korea, taliban, afghan, japan, gadhafi, nato","jury, zimmerman, martin, bin, laden, trayvon, brain, anthony, prosecution","hurricane, flooding, flood, tornado, island, sandy, river, storms, tropical"
20,22,12,"guns, veterans, pope, mental, background, assault, memorial, tragedy, giffords","marriage, gay, religious, religion, supreme, faith, catholic, newshour, pbs","syria, israel, egypt, russia, regime, syrian, opposition, assad, russian"
23,28,25,"cialis, chantix, celebrex, arthritis, bleeding, stomach, allergic, christie, aspirin","boehner, fiscal, ceiling, ryan, compromise, cliff, revenue, stimulus, trillion","gingrich, rick, newt, iowa, santorum, perry, cain, hampshire, ron"
12,15,4,"syria, israel, egypt, russia, regime, syrian, opposition, assad, russian","supreme, authority, commission, testimony, agencies, review, panel, oversight, institutions","tavis, kennedy, film, lincoln, character, art, audience, movies, song"
11,26,5,"gentleman, amendment, tempore, yield, chair, colleagues, recognized, presiding, objection","stocks, investors, fed, trading, earnings, apple, dow, tdd, shares","cnn, wolf, cymbalta, anderson, enbrel, infections, newsroom, boston, carol"
8,28,25,"bowl, tiger, olympic, olympics, nfl, coach, golf, woods, gold","boehner, fiscal, ceiling, ryan, compromise, cliff, revenue, stimulus, trillion","gingrich, rick, newt, iowa, santorum, perry, cain, hampshire, ron"
19,26,2,"melissa, tha, thh, tte, thi, dot, ing, ere, thee","stocks, investors, fed, trading, earnings, apple, dow, tdd, shares","jury, zimmerman, martin, bin, laden, trayvon, brain, anthony, prosecution"
16,10,10,"christmas, holiday, flu, thanksgiving, shopping, ice, holidays, stores, vaccine","hurricane, flooding, flood, tornado, island, sandy, river, storms, tropical","hurricane, flooding, flood, tornado, island, sandy, river, storms, tropical"
2,28,26,"jury, zimmerman, martin, bin, laden, trayvon, brain, anthony, prosecution","boehner, fiscal, ceiling, ryan, compromise, cliff, revenue, stimulus, trillion","stocks, investors, fed, trading, earnings, apple, dow, tdd, shares"
18,9,17,"jon, martha, supplement, aarp, jenna, lifelock, identity, guide, nasa","delicious, nbc, calories, fiber, wedding, chicken, honey, sweet, breakfast","baseball, nbc, league, giants, score, inning, hits, yards, animals"
8,15,10,"bowl, tiger, olympic, olympics, nfl, coach, golf, woods, gold","supreme, authority, commission, testimony, agencies, review, panel, oversight, institutions","hurricane, flooding, flood, tornado, island, sandy, river, storms, tropical"
1,0,20,"baltimore, beltway, metro, cloudy, avenue, storms, temperature, skies, loop","abc, ship, haiti, passengers, earthquake, pilot, lunesta, aircraft, airlines","guns, veterans, pope, mental, background, assault, memorial, tragedy, giffords"
5,21,24,"cnn, wolf, cymbalta, anderson, enbrel, infections, newsroom, boston, carol","immigration, border, fbi, qaeda, terrorist, megyn, terror, enforcement, terrorism","obamacare, neil, irs, healthcare, lou, gerri, affordable, wage, stuart"
24,5,8,"obamacare, neil, irs, healthcare, lou, gerri, affordable, wage, stuart","cnn, wolf, cymbalta, anderson, enbrel, infections, newsroom, boston, carol","bowl, tiger, olympic, olympics, nfl, coach, golf, woods, gold"
27,13,26,"oakland, jose, fog, santa, ktvu, abc, inland, cooler, warmer","voting, palin, sarah, liberal, voter, abortion, msnbc, mccain, hillary","stocks, investors, fed, trading, earnings, apple, dow, tdd, shares"
25,3,4,"gingrich, rick, newt, iowa, santorum, perry, cain, hampshire, ron","gonna, que, kitchen, color, las, hoveround, para, chair, una","tavis, kennedy, film, lincoln, character, art, audience, movies, song"
6,17,7,"guest, caller, teachers, climate, chinese, poverty, opportunities, century, african","baseball, nbc, league, giants, score, inning, hits, yards, animals","gulf, cbs, advair, spill, copd, tdd, symbicort, medicines, lung"
29,10,17,"jackson, sexual, abuse, sandusky, allegations, drugs, guilty, alleged, murray","hurricane, flooding, flood, tornado, island, sandy, river, storms, tropical","baseball, nbc, league, giants, score, inning, hits, yards, animals"
17,28,16,"baseball, nbc, league, giants, score, inning, hits, yards, animals","boehner, fiscal, ceiling, ryan, compromise, cliff, revenue, stimulus, trillion","christmas, holiday, flu, thanksgiving, shopping, ice, holidays, stores, vaccine"
14,6,0,"nuclear, libya, pakistan, korea, taliban, afghan, japan, gadhafi, nato","guest, caller, teachers, climate, chinese, poverty, opportunities, century, african","abc, ship, haiti, passengers, earthquake, pilot, lunesta, aircraft, airlines"
22,0,25,"marriage, gay, religious, religion, supreme, faith, catholic, newshour, pbs","abc, ship, haiti, passengers, earthquake, pilot, lunesta, aircraft, airlines","gingrich, rick, newt, iowa, santorum, perry, cain, hampshire, ron"
8,7,20,"bowl, tiger, olympic, olympics, nfl, coach, golf, woods, gold","gulf, cbs, advair, spill, copd, tdd, symbicort, medicines, lung","guns, veterans, pope, mental, background, assault, memorial, tragedy, giffords"
16,0,8,"christmas, holiday, flu, thanksgiving, shopping, ice, holidays, stores, vaccine","abc, ship, haiti, passengers, earthquake, pilot, lunesta, aircraft, airlines","bowl, tiger, olympic, olympics, nfl, coach, golf, woods, gold"
9,0,19,"delicious, nbc, calories, fiber, wedding, chicken, honey, sweet, breakfast","abc, ship, haiti, passengers, earthquake, pilot, lunesta, aircraft, airlines","melissa, tha, thh, tte, thi, dot, ing, ere, thee"
5,21,5,"cnn, wolf, cymbalta, anderson, enbrel, infections, newsroom, boston, carol","immigration, border, fbi, qaeda, terrorist, megyn, terror, enforcement, terrorism","cnn, wolf, cymbalta, anderson, enbrel, infections, newsroom, boston, carol"
13,17,29,"voting, palin, sarah, liberal, voter, abortion, msnbc, mccain, hillary","baseball, nbc, league, giants, score, inning, hits, yards, animals","jackson, sexual, abuse, sandusky, allegations, drugs, guilty, alleged, murray"
12,15,11,"syria, israel, egypt, russia, regime, syrian, opposition, assad, russian","supreme, authority, commission, testimony, agencies, review, panel, oversight, institutions","gentleman, amendment, tempore, yield, chair, colleagues, recognized, presiding, objection"
7,10,1,"gulf, cbs, advair, spill, copd, tdd, symbicort, medicines, lung","hurricane, flooding, flood, tornado, island, sandy, river, storms, tropical","baltimore, beltway, metro, cloudy, avenue, storms, temperature, skies, loop"
2,14,27,"jury, zimmerman, martin, bin, laden, trayvon, brain, anthony, prosecution","nuclear, libya, pakistan, korea, taliban, afghan, japan, gadhafi, nato","oakland, jose, fog, santa, ktvu, abc, inland, cooler, warmer"
14,5,18,"nuclear, libya, pakistan, korea, taliban, afghan, japan, gadhafi, nato","cnn, wolf, cymbalta, anderson, enbrel, infections, newsroom, boston, carol","jon, martha, supplement, aarp, jenna, lifelock, identity, guide, nasa"
14,8,17,"nuclear, libya, pakistan, korea, taliban, afghan, japan, gadhafi, nato","bowl, tiger, olympic, olympics, nfl, coach, golf, woods, gold","baseball, nbc, league, giants, score, inning, hits, yards, animals"
8,11,1,"bowl, tiger, olympic, olympics, nfl, coach, golf, woods, gold","gentleman, amendment, tempore, yield, chair, colleagues, recognized, presiding, objection","baltimore, beltway, metro, cloudy, avenue, storms, temperature, skies, loop"
25,17,29,"gingrich, rick, newt, iowa, santorum, perry, cain, hampshire, ron","baseball, nbc, league, giants, score, inning, hits, yards, animals","jackson, sexual, abuse, sandusky, allegations, drugs, guilty, alleged, murray"
11,14,25,"gentleman, amendment, tempore, yield, chair, colleagues, recognized, presiding, objection","nuclear, libya, pakistan, korea, taliban, afghan, japan, gadhafi, nato","gingrich, rick, newt, iowa, santorum, perry, cain, hampshire, ron"
0,17,10,"abc, ship, haiti, passengers, earthquake, pilot, lunesta, aircraft, airlines","baseball, nbc, league, giants, score, inning, hits, yards, animals","hurricane, flooding, flood, tornado, island, sandy, river, storms, tropical"
24,7,1,"obamacare, neil, irs, healthcare, lou, gerri, affordable, wage, stuart","gulf, cbs, advair, spill, copd, tdd, symbicort, medicines, lung","baltimore, beltway, metro, cloudy, avenue, storms, temperature, skies, loop"
24,18,15,"obamacare, neil, irs, healthcare, lou, gerri, affordable, wage, stuart","jon, martha, supplement, aarp, jenna, lifelock, identity, guide, nasa","supreme, authority, commission, testimony, agencies, review, panel, oversight, institutions"
28,19,7,"boehner, fiscal, ceiling, ryan, compromise, cliff, revenue, stimulus, trillion","melissa, tha, thh, tte, thi, dot, ing, ere, thee","gulf, cbs, advair, spill, copd, tdd, symbicort, medicines, lung"
27,19,11,"oakland, jose, fog, santa, ktvu, abc, inland, cooler, warmer","melissa, tha, thh, tte, thi, dot, ing, ere, thee","gentleman, amendment, tempore, yield, chair, colleagues, recognized, presiding, objection"
23,25,26,"cialis, chantix, celebrex, arthritis, bleeding, stomach, allergic, christie, aspirin","gingrich, rick, newt, iowa, santorum, perry, cain, hampshire, ron","stocks, investors, fed, trading, earnings, apple, dow, tdd, shares"
9,12,16,"delicious, nbc, calories, fiber, wedding, chicken, honey, sweet, breakfast","syria, israel, egypt, russia, regime, syrian, opposition, assad, russian","christmas, holiday, flu, thanksgiving, shopping, ice, holidays, stores, vaccine"
28,22,20,"boehner, fiscal, ceiling, ryan, compromise, cliff, revenue, stimulus, trillion","marriage, gay, religious, religion, supreme, faith, catholic, newshour, pbs","guns, veterans, pope, mental, background, assault, memorial, tragedy, giffords"
4,12,22,"tavis, kennedy, film, lincoln, character, art, audience, movies, song","syria, israel, egypt, russia, regime, syrian, opposition, assad, russian","marriage, gay, religious, religion, supreme, faith, catholic, newshour, pbs"
29,12,29,"jackson, sexual, abuse, sandusky, allegations, drugs, guilty, alleged, murray","syria, israel, egypt, russia, regime, syrian, opposition, assad, russian","jackson, sexual, abuse, sandusky, allegations, drugs, guilty, alleged, murray"
17,14,13,"baseball, nbc, league, giants, score, inning, hits, yards, animals","nuclear, libya, pakistan, korea, taliban, afghan, japan, gadhafi, nato","voting, palin, sarah, liberal, voter, abortion, msnbc, mccain, hillary"
21,1,10,"immigration, border, fbi, qaeda, terrorist, megyn, terror, enforcement, terrorism","baltimore, beltway, metro, cloudy, avenue, storms, temperature, skies, loop","hurricane, flooding, flood, tornado, island, sandy, river, storms, tropical"
20,12,22,"guns, veterans, pope, mental, background, assault, memorial, tragedy, giffords","syria, israel, egypt, russia, regime, syrian, opposition, assad, russian","marriage, gay, religious, religion, supreme, faith, catholic, newshour, pbs"
23,23,4,"cialis, chantix, celebrex, arthritis, bleeding, stomach, allergic, christie, aspirin","cialis, chantix, celebrex, arthritis, bleeding, stomach, allergic, christie, aspirin","tavis, kennedy, film, lincoln, character, art, audience, movies, song"
22,14,25,"marriage, gay, religious, religion, supreme, faith, catholic, newshour, pbs","nuclear, libya, pakistan, korea, taliban, afghan, japan, gadhafi, nato","gingrich, rick, newt, iowa, santorum, perry, cain, hampshire, ron"
16,8,12,"christmas, holiday, flu, thanksgiving, shopping, ice, holidays, stores, vaccine","bowl, tiger, olympic, olympics, nfl, coach, golf, woods, gold","syria, israel, egypt, russia, regime, syrian, opposition, assad, russian"
11,13,13,"gentleman, amendment, tempore, yield, chair, colleagues, recognized, presiding, objection","voting, palin, sarah, liberal, voter, abortion, msnbc, mccain, hillary","voting, palin, sarah, liberal, voter, abortion, msnbc, mccain, hillary"
7,21,8,"gulf, cbs, advair, spill, copd, tdd, symbicort, medicines, lung","immigration, border, fbi, qaeda, terrorist, megyn, terror, enforcement, terrorism","bowl, tiger, olympic, olympics, nfl, coach, golf, woods, gold"
20,20,23,"guns, veterans, pope, mental, background, assault, memorial, tragedy, giffords","guns, veterans, pope, mental, background, assault, memorial, tragedy, giffords","cialis, chantix, celebrex, arthritis, bleeding, stomach, allergic, christie, aspirin"
4,0,1,"tavis, kennedy, film, lincoln, character, art, audience, movies, song","abc, ship, haiti, passengers, earthquake, pilot, lunesta, aircraft, airlines","baltimore, beltway, metro, cloudy, avenue, storms, temperature, skies, loop"
2,28,7,"jury, zimmerman, martin, bin, laden, trayvon, brain, anthony, prosecution","boehner, fiscal, ceiling, ryan, compromise, cliff, revenue, stimulus, trillion","gulf, cbs, advair, spill, copd, tdd, symbicort, medicines, lung"
14,6,11,"nuclear, libya, pakistan, korea, taliban, afghan, japan, gadhafi, nato","guest, caller, teachers, climate, chinese, poverty, opportunities, century, african","gentleman, amendment, tempore, yield, chair, colleagues, recognized, presiding, objection"
22,17,9,"marriage, gay, religious, religion, supreme, faith, catholic, newshour, pbs","baseball, nbc, league, giants, score, inning, hits, yards, animals","delicious, nbc, calories, fiber, wedding, chicken, honey, sweet, breakfast"
25,20,21,"gingrich, rick, newt, iowa, santorum, perry, cain, hampshire, ron","guns, veterans, pope, mental, background, assault, memorial, tragedy, giffords","immigration, border, fbi, qaeda, terrorist, megyn, terror, enforcement, terrorism"
2,13,25,"jury, zimmerman, martin, bin, laden, trayvon, brain, anthony, prosecution","voting, palin, sarah, liberal, voter, abortion, msnbc, mccain, hillary","gingrich, rick, newt, iowa, santorum, perry, cain, hampshire, ron"
2,27,26,"jury, zimmerman, martin, bin, laden, trayvon, brain, anthony, prosecution","oakland, jose, fog, santa, ktvu, abc, inland, cooler, warmer","stocks, investors, fed, trading, earnings, apple, dow, tdd, shares"
21,24,21,"immigration, border, fbi, qaeda, terrorist, megyn, terror, enforcement, terrorism","obamacare, neil, irs, healthcare, lou, gerri, affordable, wage, stuart","immigration, border, fbi, qaeda, terrorist, megyn, terror, enforcement, terrorism"
6,15,21,"guest, caller, teachers, climate, chinese, poverty, opportunities, century, african","supreme, authority, commission, testimony, agencies, review, panel, oversight, institutions","immigration, border, fbi, qaeda, terrorist, megyn, terror, enforcement, terrorism"
3,11,26,"gonna, que, kitchen, color, las, hoveround, para, chair, una","gentleman, amendment, tempore, yield, chair, colleagues, recognized, presiding, objection","stocks, investors, fed, trading, earnings, apple, dow, tdd, shares"
15,15,7,"supreme, authority, commission, testimony, agencies, review, panel, oversight, institutions","supreme, authority, commission, testimony, agencies, review, panel, oversight, institutions","gulf, cbs, advair, spill, copd, tdd, symbicort, medicines, lung"
20,21,25,"guns, veterans, pope, mental, background, assault, memorial, tragedy, giffords","immigration, border, fbi, qaeda, terrorist, megyn, terror, enforcement, terrorism","gingrich, rick, newt, iowa, santorum, perry, cain, hampshire, ron"
18,7,6,"jon, martha, supplement, aarp, jenna, lifelock, identity, guide, nasa","gulf, cbs, advair, spill, copd, tdd, symbicort, medicines, lung","guest, caller, teachers, climate, chinese, poverty, opportunities, century, african"
1,24,1,"baltimore, beltway, metro, cloudy, avenue, storms, temperature, skies, loop","obamacare, neil, irs, healthcare, lou, gerri, affordable, wage, stuart","baltimore, beltway, metro, cloudy, avenue, storms, temperature, skies, loop"
21,9,29,"immigration, border, fbi, qaeda, terrorist, megyn, terror, enforcement, terrorism","delicious, nbc, calories, fiber, wedding, chicken, honey, sweet, breakfast","jackson, sexual, abuse, sandusky, allegations, drugs, guilty, alleged, murray"
2,9,21,"jury, zimmerman, martin, bin, laden, trayvon, brain, anthony, prosecution","delicious, nbc, calories, fiber, wedding, chicken, honey, sweet, breakfast","immigration, border, fbi, qaeda, terrorist, megyn, terror, enforcement, terrorism"
13,10,23,"voting, palin, sarah, liberal, voter, abortion, msnbc, mccain, hillary","hurricane, flooding, flood, tornado, island, sandy, river, storms, tropical","cialis, chantix, celebrex, arthritis, bleeding, stomach, allergic, christie, aspirin"
26,25,26,"stocks, investors, fed, trading, earnings, apple, dow, tdd, shares","gingrich, rick, newt, iowa, santorum, perry, cain, hampshire, ron","stocks, investors, fed, trading, earnings, apple, dow, tdd, shares"
19,9,12,"melissa, tha, thh, tte, thi, dot, ing, ere, thee","delicious, nbc, calories, fiber, wedding, chicken, honey, sweet, breakfast","syria, israel, egypt, russia, regime, syrian, opposition, assad, russian"
29,13,1,"jackson, sexual, abuse, sandusky, allegations, drugs, guilty, alleged, murray","voting, palin, sarah, liberal, voter, abortion, msnbc, mccain, hillary","baltimore, beltway, metro, cloudy, avenue, storms, temperature, skies, loop"
7,29,24,"gulf, cbs, advair, spill, copd, tdd, symbicort, medicines, lung","jackson, sexual, abuse, sandusky, allegations, drugs, guilty, alleged, murray","obamacare, neil, irs, healthcare, lou, gerri, affordable, wage, stuart"
20,21,18,"guns, veterans, pope, mental, background, assault, memorial, tragedy, giffords","immigration, border, fbi, qaeda, terrorist, megyn, terror, enforcement, terrorism","jon, martha, supplement, aarp, jenna, lifelock, identity, guide, nasa"
19,5,15,"melissa, tha, thh, tte, thi, dot, ing, ere, thee","cnn, wolf, cymbalta, anderson, enbrel, infections, newsroom, boston, carol","supreme, authority, commission, testimony, agencies, review, panel, oversight, institutions"
6,17,28,"guest, caller, teachers, climate, chinese, poverty, opportunities, century, african","baseball, nbc, league, giants, score, inning, hits, yards, animals","boehner, fiscal, ceiling, ryan, compromise, cliff, revenue, stimulus, trillion"
11,26,2,"gentleman, amendment, tempore, yield, chair, colleagues, recognized, presiding, objection","stocks, investors, fed, trading, earnings, apple, dow, tdd, shares","jury, zimmerman, martin, bin, laden, trayvon, brain, anthony, prosecution"
2,29,21,"jury, zimmerman, martin, bin, laden, trayvon, brain, anthony, prosecution","jackson, sexual, abuse, sandusky, allegations, drugs, guilty, alleged, murray","immigration, border, fbi, qaeda, terrorist, megyn, terror, enforcement, terrorism"
11,8,24,"gentleman, amendment, tempore, yield, chair, colleagues, recognized, presiding, objection","bowl, tiger, olympic, olympics, nfl, coach, golf, woods, gold","obamacare, neil, irs, healthcare, lou, gerri, affordable, wage, stuart"
3,29,28,"gonna, que, kitchen, color, las, hoveround, para, chair, una","jackson, sexual, abuse, sandusky, allegations, drugs, guilty, alleged, murray","boehner, fiscal, ceiling, ryan, compromise, cliff, revenue, stimulus, trillion"
1,21,24,"baltimore, beltway, metro, cloudy, avenue, storms, temperature, skies, loop","immigration, border, fbi, qaeda, terrorist, megyn, terror, enforcement, terrorism","obamacare, neil, irs, healthcare, lou, gerri, affordable, wage, stuart"
29,9,6,"jackson, sexual, abuse, sandusky, allegations, drugs, guilty, alleged, murray","delicious, nbc, calories, fiber, wedding, chicken, honey, sweet, breakfast","guest, caller, teachers, climate, chinese, poverty, opportunities, century, african"
4,6,15,"tavis, kennedy, film, lincoln, character, art, audience, movies, song","guest, caller, teachers, climate, chinese, poverty, opportunities, century, african","supreme, authority, commission, testimony, agencies, review, panel, oversight, institutions"
4,27,2,"tavis, kennedy, film, lincoln, character, art, audience, movies, song","oakland, jose, fog, santa, ktvu, abc, inland, cooler, warmer","jury, zimmerman, martin, bin, laden, trayvon, brain, anthony, prosecution"
8,3,11,"bowl, tiger, olympic, olympics, nfl, coach, golf, woods, gold","gonna, que, kitchen, color, las, hoveround, para, chair, una","gentleman, amendment, tempore, yield, chair, colleagues, recognized, presiding, objection"
19,24,1,"melissa, tha, thh, tte, thi, dot, ing, ere, thee","obamacare, neil, irs, healthcare, lou, gerri, affordable, wage, stuart","baltimore, beltway, metro, cloudy, avenue, storms, temperature, skies, loop"
4,3,24,"tavis, kennedy, film, lincoln, character, art, audience, movies, song","gonna, que, kitchen, color, las, hoveround, para, chair, una","obamacare, neil, irs, healthcare, lou, gerri, affordable, wage, stuart"
29,16,6,"jackson, sexual, abuse, sandusky, allegations, drugs, guilty, alleged, murray","christmas, holiday, flu, thanksgiving, shopping, ice, holidays, stores, vaccine","guest, caller, teachers, climate, chinese, poverty, opportunities, century, african"
15,9,4,"supreme, authority, commission, testimony, agencies, review, panel, oversight, institutions","delicious, nbc, calories, fiber, wedding, chicken, honey, sweet, breakfast","tavis, kennedy, film, lincoln, character, art, audience, movies, song"
4,10,5,"tavis, kennedy, film, lincoln, character, art, audience, movies, song","hurricane, flooding, flood, tornado, island, sandy, river, storms, tropical","cnn, wolf, cymbalta, anderson, enbrel, infections, newsroom, boston, carol"
12,7,11,"syria, israel, egypt, russia, regime, syrian, opposition, assad, russian","gulf, cbs, advair, spill, copd, tdd, symbicort, medicines, lung","gentleman, amendment, tempore, yield, chair, colleagues, recognized, presiding, objection"
7,1,18,"gulf, cbs, advair, spill, copd, tdd, symbicort, medicines, lung","baltimore, beltway, metro, cloudy, avenue, storms, temperature, skies, loop","jon, martha, supplement, aarp, jenna, lifelock, identity, guide, nasa"
8,16,8,"bowl, tiger, olympic, olympics, nfl, coach, golf, woods, gold","christmas, holiday, flu, thanksgiving, shopping, ice, holidays, stores, vaccine","bowl, tiger, olympic, olympics, nfl, coach, golf, woods, gold"
17,9,14,"baseball, nbc, league, giants, score, inning, hits, yards, animals","delicious, nbc, calories, fiber, wedding, chicken, honey, sweet, breakfast","nuclear, libya, pakistan, korea, taliban, afghan, japan, gadhafi, nato"
5,1,11,"cnn, wolf, cymbalta, anderson, enbrel, infections, newsroom, boston, carol","baltimore, beltway, metro, cloudy, avenue, storms, temperature, skies, loop","gentleman, amendment, tempore, yield, chair, colleagues, recognized, presiding, objection"
16,3,9,"christmas, holiday, flu, thanksgiving, shopping, ice, holidays, stores, vaccine","gonna, que, kitchen, color, las, hoveround, para, chair, una","delicious, nbc, calories, fiber, wedding, chicken, honey, sweet, breakfast"
19,26,9,"melissa, tha, thh, tte, thi, dot, ing, ere, thee","stocks, investors, fed, trading, earnings, apple, dow, tdd, shares","delicious, nbc, calories, fiber, wedding, chicken, honey, sweet, breakfast"
27,12,26,"oakland, jose, fog, santa, ktvu, abc, inland, cooler, warmer","syria, israel, egypt, russia, regime, syrian, opposition, assad, russian","stocks, investors, fed, trading, earnings, apple, dow, tdd, shares"
13,28,16,"voting, palin, sarah, liberal, voter, abortion, msnbc, mccain, hillary","boehner, fiscal, ceiling, ryan, compromise, cliff, revenue, stimulus, trillion","christmas, holiday, flu, thanksgiving, shopping, ice, holidays, stores, vaccine"
15,26,2,"supreme, authority, commission, testimony, agencies, review, panel, oversight, institutions","stocks, investors, fed, trading, earnings, apple, dow, tdd, shares","jury, zimmerman, martin, bin, laden, trayvon, brain, anthony, prosecution"
10,9,20,"hurricane, flooding, flood, tornado, island, sandy, river, storms, tropical","delicious, nbc, calories, fiber, wedding, chicken, honey, sweet, breakfast","guns, veterans, pope, mental, background, assault, memorial, tragedy, giffords"
6,13,17,"guest, caller, teachers, climate, chinese, poverty, opportunities, century, african","voting, palin, sarah, liberal, voter, abortion, msnbc, mccain, hillary","baseball, nbc, league, giants, score, inning, hits, yards, animals"
17,7,21,"baseball, nbc, league, giants, score, inning, hits, yards, animals","gulf, cbs, advair, spill, copd, tdd, symbicort, medicines, lung","immigration, border, fbi, qaeda, terrorist, megyn, terror, enforcement, terrorism"
25,27,5,"gingrich, rick, newt, iowa, santorum, perry, cain, hampshire, ron","oakland, jose, fog, santa, ktvu, abc, inland, cooler, warmer","cnn, wolf, cymbalta, anderson, enbrel, infections, newsroom, boston, carol"
17,3,13,"baseball, nbc, league, giants, score, inning, hits, yards, animals","gonna, que, kitchen, color, las, hoveround, para, chair, una","voting, palin, sarah, liberal, voter, abortion, msnbc, mccain, hillary"
12,3,13,"syria, israel, egypt, russia, regime, syrian, opposition, assad, russian","gonna, que, kitchen, color, las, hoveround, para, chair, una","voting, palin, sarah, liberal, voter, abortion, msnbc, mccain, hillary"
26,27,14,"stocks, investors, fed, trading, earnings, apple, dow, tdd, shares","oakland, jose, fog, santa, ktvu, abc, inland, cooler, warmer","nuclear, libya, pakistan, korea, taliban, afghan, japan, gadhafi, nato"
21,13,22,"immigration, border, fbi, qaeda, terrorist, megyn, terror, enforcement, terrorism","voting, palin, sarah, liberal, voter, abortion, msnbc, mccain, hillary","marriage, gay, religious, religion, supreme, faith, catholic, newshour, pbs"
6,2,18,"guest, caller, teachers, climate, chinese, poverty, opportunities, century, african","jury, zimmerman, martin, bin, laden, trayvon, brain, anthony, prosecution","jon, martha, supplement, aarp, jenna, lifelock, identity, guide, nasa"
10,14,22,"hurricane, flooding, flood, tornado, island, sandy, river, storms, tropical","nuclear, libya, pakistan, korea, taliban, afghan, japan, gadhafi, nato","marriage, gay, religious, religion, supreme, faith, catholic, newshour, pbs"
15,24,17,"supreme, authority, commission, testimony, agencies, review, panel, oversight, institutions","obamacare, neil, irs, healthcare, lou, gerri, affordable, wage, stuart","baseball, nbc, league, giants, score, inning, hits, yards, animals"
